Customer ID,Recency,Frequency,Monetary,score,segment id,segment_name
12389,403.0,49.0,1433.33,234,8,at_risk
12390,80.0,32.0,549.84,322,9,hibernating
12391,22.0,287.0,2747.82,454,0,champions
12392,592.0,7.0,234.75,111,10,lost
12393,73.0,112.0,2376.75,344,1,loyal
12394,64.0,27.0,1272.48,324,5,need_attention
12395,16.0,245.0,4700.82,555,0,champions
12396,675.0,65.0,931.43,133,8,at_risk
12397,36.0,126.0,2409.9,444,1,loyal
12398,46.0,85.0,1635.66,444,1,loyal
12399,120.0,110.0,1962.3,344,1,loyal
12400,415.0,11.0,205.25,111,10,lost
12401,304.0,5.0,84.3,211,9,hibernating
12402,324.0,69.0,1244.15,234,8,at_risk
12403,50.0,10.0,1001.36,413,4,promising
12404,683.0,1.0,63.24,111,10,lost
12405,149.0,54.0,1710.39,334,5,need_attention
12406,23.0,164.0,6072.21,445,0,champions
12407,50.0,77.0,1708.12,434,5,need_attention
12408,33.0,170.0,4279.64,445,0,champions
12409,79.0,272.0,23090.47,355,1,loyal
12410,302.0,42.0,1001.46,233,9,hibernating
12411,410.0,22.0,346.9,122,9,hibernating
12412,75.0,131.0,2581.03,344,1,loyal
12413,67.0,53.0,935.5,333,2,potential_loyalist
12414,218.0,29.0,692.41,223,9,hibernating
12415,25.0,986.0,143182.02,455,0,champions
12416,657.0,11.0,202.56,111,10,lost
12417,4.0,379.0,6708.21,555,0,champions
12418,113.0,103.0,2016.95,344,1,loyal
12419,386.0,25.0,503.01,222,9,hibernating
12420,64.0,29.0,600.39,322,9,hibernating
12421,16.0,66.0,1093.6,533,2,potential_loyalist
12422,96.0,172.0,4119.35,345,1,loyal
12423,1.0,164.0,2612.19,544,0,champions
12424,163.0,93.0,3316.53,345,1,loyal
12425,79.0,87.0,1680.81,344,1,loyal
12426,195.0,80.0,1311.41,244,8,at_risk
12427,22.0,33.0,708.37,423,2,potential_loyalist
12428,26.0,300.0,7877.2,455,0,champions
12429,10.0,152.0,6154.01,545,0,champions
12430,44.0,11.0,256.4,411,3,new_customers
12431,36.0,393.0,10361.16,455,0,champions
12432,43.0,108.0,5059.32,445,0,champions
12433,1.0,559.0,16794.14,555,0,champions
12434,85.0,70.0,1062.48,333,2,potential_loyalist
12435,80.0,112.0,13925.93,345,1,loyal
12436,100.0,16.0,509.01,312,6,about_to_sleep
12437,2.0,576.0,12424.55,555,0,champions
12438,15.0,98.0,2906.85,545,0,champions
12439,683.0,71.0,1104.48,133,8,at_risk
12440,458.0,35.0,768.15,123,9,hibernating
12441,367.0,11.0,173.55,211,9,hibernating
12442,4.0,12.0,172.06,511,3,new_customers
12443,733.0,21.0,485.31,122,9,hibernating
12444,22.0,177.0,5005.46,445,0,champions
12445,23.0,25.0,426.48,422,3,new_customers
12446,58.0,58.0,1002.31,433,2,potential_loyalist
12447,244.0,26.0,476.49,222,9,hibernating
12448,45.0,22.0,449.45,422,3,new_customers
12449,23.0,201.0,4835.89,455,0,champions
12450,157.0,38.0,666.95,323,2,potential_loyalist
12451,11.0,514.0,12546.53,555,0,champions
12452,17.0,23.0,428.57,522,4,promising
12453,135.0,43.0,707.09,333,2,potential_loyalist
12454,396.0,41.0,4318.96,235,8,at_risk
12455,74.0,227.0,5879.95,355,1,loyal
12456,45.0,129.0,3153.89,445,0,champions
12457,59.0,93.0,2472.31,344,1,loyal
12458,72.0,84.0,1777.49,344,1,loyal
12459,606.0,23.0,454.36,122,9,hibernating
12460,457.0,18.0,326.65,122,9,hibernating
12461,95.0,35.0,826.88,323,2,potential_loyalist
12462,3.0,72.0,1124.01,533,2,potential_loyalist
12463,54.0,85.0,1313.58,444,1,loyal
12464,11.0,29.0,1212.05,524,4,promising
12465,8.0,51.0,733.89,533,2,potential_loyalist
12466,683.0,1.0,56.73,111,10,lost
12468,144.0,160.0,3635.09,345,1,loyal
12469,523.0,76.0,3070.54,135,8,at_risk
12470,690.0,23.0,211.95,121,10,lost
12471,3.0,1293.0,37975.56,555,0,champions
12472,31.0,955.0,15528.37,455,0,champions
12473,30.0,177.0,2848.23,444,1,loyal
12474,18.0,744.0,12042.95,555,0,champions
12475,54.0,61.0,1149.64,433,2,potential_loyalist
12476,2.0,554.0,13715.62,555,0,champions
12477,23.0,571.0,20174.49,455,0,champions
12478,4.0,36.0,680.99,523,4,promising
12479,5.0,30.0,477.3,522,4,promising
12480,29.0,245.0,5435.1,455,0,champions
12481,23.0,383.0,12057.65,455,0,champions
12482,577.0,202.0,21941.72,155,7,cannot_lose_them_but_losing
12483,18.0,148.0,4846.87,545,0,champions
12484,33.0,483.0,6305.95,455,0,champions
12485,530.0,34.0,708.1,123,9,hibernating
12486,432.0,49.0,1037.28,133,8,at_risk
12487,731.0,2.0,285.3,112,10,lost
12488,10.0,55.0,1298.66,534,5,need_attention
12489,337.0,15.0,334.93,212,9,hibernating
12490,6.0,463.0,9818.64,555,0,champions
12491,39.0,26.0,460.4,422,3,new_customers
12492,64.0,42.0,715.21,333,2,potential_loyalist
12493,166.0,21.0,416.79,322,9,hibernating
12494,10.0,115.0,1685.92,544,0,champions
12495,641.0,15.0,323.4,112,10,lost
12496,621.0,13.0,54.09,111,10,lost
12497,82.0,57.0,6248.5,335,1,loyal
12498,22.0,23.0,403.7,422,3,new_customers
12499,561.0,27.0,393.72,122,9,hibernating
12500,24.0,151.0,5880.26,445,0,champions
12501,316.0,158.0,2089.68,244,8,at_risk
12502,96.0,147.0,3723.87,345,1,loyal
12503,585.0,2.0,1126.0,113,7,cannot_lose_them_but_losing
12504,31.0,14.0,411.0,412,3,new_customers
12505,394.0,44.0,912.5,233,9,hibernating
12506,233.0,23.0,73.5,221,6,about_to_sleep
12507,135.0,51.0,1797.31,334,5,need_attention
12508,27.0,69.0,398.27,432,2,potential_loyalist
12509,285.0,7.0,176.5,211,9,hibernating
12510,143.0,150.0,3353.33,345,1,loyal
12511,415.0,192.0,3065.77,155,7,cannot_lose_them_but_losing
12512,67.0,34.0,138.03,321,6,about_to_sleep
12513,113.0,34.0,586.79,322,9,hibernating
12514,268.0,84.0,1597.76,244,8,at_risk
12515,354.0,16.0,383.7,212,9,hibernating
12516,78.0,74.0,2648.62,334,5,need_attention
12517,29.0,286.0,2464.89,454,0,champions
12518,1.0,124.0,2056.89,544,0,champions
12519,64.0,40.0,695.19,333,2,potential_loyalist
12520,80.0,153.0,2582.51,344,1,loyal
12521,143.0,38.0,599.68,322,9,hibernating
12522,40.0,12.0,192.72,411,3,new_customers
12523,2.0,257.0,4220.85,555,0,champions
12524,10.0,238.0,11091.36,555,0,champions
12525,492.0,64.0,853.08,133,8,at_risk
12526,1.0,71.0,1316.66,534,5,need_attention
12527,82.0,32.0,735.51,323,2,potential_loyalist
12528,10.0,95.0,1922.28,544,0,champions
12529,523.0,23.0,311.78,122,9,hibernating
12530,60.0,158.0,3689.86,345,1,loyal
12531,15.0,131.0,1899.05,544,0,champions
12532,31.0,16.0,349.83,412,3,new_customers
12533,619.0,74.0,1149.99,133,8,at_risk
12534,131.0,63.0,1089.18,333,2,potential_loyalist
12535,92.0,34.0,716.35,323,2,potential_loyalist
12536,8.0,252.0,4151.26,555,0,champions
12537,409.0,43.0,732.94,233,9,hibernating
12538,30.0,34.0,640.45,423,2,potential_loyalist
12539,23.0,504.0,11214.75,455,0,champions
12540,20.0,774.0,22120.04,455,0,champions
12541,30.0,52.0,981.18,433,2,potential_loyalist
12542,485.0,39.0,423.38,132,9,hibernating
12543,449.0,43.0,980.25,133,8,at_risk
12544,30.0,20.0,355.7,422,3,new_customers
12545,76.0,50.0,1000.39,333,2,potential_loyalist
12546,47.0,68.0,1141.5,433,2,potential_loyalist
12547,198.0,21.0,383.58,222,9,hibernating
12548,167.0,5.0,95.2,311,3,new_customers
12549,576.0,49.0,1575.68,134,8,at_risk
12550,80.0,57.0,964.83,333,2,potential_loyalist
12551,358.0,10.0,168.0,211,9,hibernating
12552,39.0,20.0,437.82,422,3,new_customers
12553,9.0,240.0,4548.82,555,0,champions
12554,449.0,26.0,468.5,122,9,hibernating
12555,683.0,1.0,129.23,111,10,lost
12556,51.0,121.0,603.71,443,5,need_attention
12557,17.0,53.0,18096.14,535,5,need_attention
12559,311.0,20.0,536.21,222,9,hibernating
12560,6.0,110.0,2111.47,544,0,champions
12561,303.0,16.0,238.85,211,9,hibernating
12562,9.0,207.0,4966.92,555,0,champions
12563,409.0,13.0,249.24,211,9,hibernating
12564,262.0,21.0,456.9,222,9,hibernating
12565,282.0,10.0,131.17,211,9,hibernating
12566,73.0,20.0,346.7,322,9,hibernating
12567,23.0,575.0,11451.44,455,0,champions
12568,645.0,5.0,70.0,111,10,lost
12569,3.0,191.0,4064.99,555,0,champions
12570,683.0,1.0,77.52,111,10,lost
12571,40.0,34.0,519.61,422,3,new_customers
12572,9.0,62.0,1004.72,533,2,potential_loyalist
12573,228.0,119.0,717.41,243,8,at_risk
12574,316.0,11.0,218.45,211,9,hibernating
12575,458.0,38.0,622.82,123,9,hibernating
12576,36.0,141.0,2083.87,444,1,loyal
12577,36.0,300.0,1591.35,454,0,champions
12578,22.0,180.0,4583.7,455,0,champions
12579,79.0,29.0,410.72,322,9,hibernating
12580,247.0,58.0,1052.9,233,9,hibernating
12581,40.0,15.0,197.71,411,3,new_customers
12582,239.0,103.0,1980.4,244,8,at_risk
12583,3.0,449.0,13489.04,555,0,champions
12584,4.0,118.0,1893.95,544,0,champions
12585,235.0,97.0,1982.81,244,8,at_risk
12586,18.0,93.0,2045.67,544,0,champions
12587,8.0,4.0,144.0,511,3,new_customers
12588,40.0,48.0,938.98,433,2,potential_loyalist
12589,29.0,210.0,3094.17,455,0,champions
12590,191.0,70.0,9861.38,235,8,at_risk
12591,318.0,69.0,1352.15,234,8,at_risk
12592,93.0,80.0,1867.64,344,1,loyal
12593,109.0,21.0,418.1,322,9,hibernating
12594,38.0,198.0,5044.51,455,0,champions
12595,505.0,19.0,299.02,122,9,hibernating
12596,52.0,27.0,618.27,423,2,potential_loyalist
12597,20.0,208.0,3683.13,455,0,champions
12598,10.0,207.0,4414.67,555,0,champions
12599,30.0,133.0,2296.72,444,1,loyal
12600,29.0,135.0,4902.6,445,0,champions
12601,190.0,35.0,673.76,223,9,hibernating
12602,59.0,12.0,153.12,311,3,new_customers
12603,22.0,3.0,739.2,413,4,promising
12604,80.0,16.0,254.18,311,3,new_customers
12605,366.0,79.0,1225.45,244,8,at_risk
12606,683.0,1.0,21.0,111,10,lost
12608,405.0,16.0,415.79,212,9,hibernating
12609,79.0,176.0,3417.86,345,1,loyal
12610,23.0,109.0,2057.99,444,1,loyal
12611,53.0,65.0,1193.32,433,2,potential_loyalist
12612,58.0,21.0,643.59,423,2,potential_loyalist
12613,32.0,332.0,6602.02,455,0,champions
12614,278.0,20.0,315.6,222,9,hibernating
12615,3.0,269.0,5570.83,555,0,champions
12616,86.0,57.0,1045.35,333,2,potential_loyalist
12617,30.0,42.0,355.53,432,2,potential_loyalist
12618,22.0,11.0,177.31,411,3,new_customers
12619,17.0,101.0,3354.95,545,0,champions
12620,15.0,92.0,1339.41,544,0,champions
12621,2.0,768.0,24114.7,555,0,champions
12622,233.0,11.0,180.1,211,9,hibernating
12623,277.0,176.0,3639.84,245,8,at_risk
12624,107.0,38.0,641.13,323,2,potential_loyalist
12625,212.0,187.0,5100.48,255,8,at_risk
12626,24.0,297.0,6388.35,455,0,champions
12627,11.0,230.0,4478.53,555,0,champions
12628,5.0,43.0,769.61,533,2,potential_loyalist
12629,386.0,45.0,1558.22,234,8,at_risk
12630,10.0,64.0,1270.88,534,5,need_attention
12631,58.0,186.0,3452.27,455,0,champions
12632,521.0,36.0,738.88,123,9,hibernating
12633,59.0,311.0,5595.21,355,1,loyal
12634,536.0,20.0,490.0,122,9,hibernating
12635,90.0,179.0,2930.41,345,1,loyal
12636,739.0,1.0,141.0,111,10,lost
12637,68.0,639.0,8271.66,355,1,loyal
12638,34.0,48.0,921.49,433,2,potential_loyalist
12639,239.0,64.0,1312.37,234,8,at_risk
12640,24.0,53.0,1174.58,433,2,potential_loyalist
12641,116.0,10.0,185.9,311,3,new_customers
12642,26.0,47.0,1013.26,433,2,potential_loyalist
12643,129.0,50.0,7894.42,335,1,loyal
12644,130.0,119.0,1815.54,344,1,loyal
12645,34.0,161.0,3499.1,445,0,champions
12646,5.0,45.0,1346.97,534,5,need_attention
12647,23.0,535.0,16729.74,455,0,champions
12648,155.0,66.0,1097.0,333,2,potential_loyalist
12649,108.0,118.0,2258.5,344,1,loyal
12650,4.0,20.0,314.44,522,4,promising
12651,335.0,32.0,365.3,222,9,hibernating
12652,323.0,54.0,1011.58,233,9,hibernating
12653,149.0,86.0,4160.83,345,1,loyal
12654,11.0,38.0,601.98,522,4,promising
12655,424.0,16.0,261.35,111,10,lost
12656,18.0,251.0,6320.78,555,0,champions
12657,12.0,56.0,1152.06,533,2,potential_loyalist
12658,19.0,36.0,686.05,523,4,promising
12659,30.0,5.0,91.68,411,3,new_customers
12660,12.0,13.0,245.1,511,3,new_customers
12661,437.0,11.0,162.0,111,10,lost
12662,1.0,392.0,6687.69,555,0,champions
12663,625.0,9.0,204.0,111,10,lost
12664,9.0,46.0,6052.04,535,5,need_attention
12665,325.0,21.0,301.45,222,9,hibernating
12666,395.0,29.0,1020.98,223,9,hibernating
12667,59.0,33.0,620.13,323,2,potential_loyalist
12668,8.0,544.0,11380.71,555,0,champions
12669,151.0,100.0,1607.73,344,1,loyal
12670,11.0,117.0,3750.39,545,0,champions
12671,607.0,45.0,2622.48,134,8,at_risk
12672,330.0,23.0,410.5,222,9,hibernating
12673,6.0,74.0,1230.02,534,5,need_attention
12674,12.0,91.0,1919.31,544,0,champions
12675,554.0,115.0,934.8,143,8,at_risk
12676,25.0,108.0,2773.09,444,1,loyal
12677,556.0,22.0,394.25,122,9,hibernating
12678,43.0,379.0,33851.13,455,0,champions
12679,53.0,52.0,1070.47,433,2,potential_loyalist
12680,1.0,53.0,880.81,533,2,potential_loyalist
12681,15.0,1453.0,29518.24,555,0,champions
12682,4.0,993.0,22870.52,555,0,champions
12683,5.0,505.0,11370.37,555,0,champions
12684,8.0,105.0,2283.63,544,0,champions
12685,29.0,157.0,2863.08,444,1,loyal
12686,372.0,7.0,89.14,211,9,hibernating
12687,481.0,126.0,2138.91,144,7,cannot_lose_them_but_losing
12688,114.0,171.0,4873.81,345,1,loyal
12689,26.0,72.0,1247.61,434,5,need_attention
12690,206.0,16.0,389.01,212,9,hibernating
12691,29.0,39.0,1170.4,433,2,potential_loyalist
12692,638.0,13.0,110.95,111,10,lost
12693,121.0,81.0,1640.42,344,1,loyal
12694,71.0,84.0,1839.45,344,1,loyal
12695,8.0,59.0,1407.12,534,5,need_attention
12696,435.0,49.0,851.91,133,8,at_risk
12697,22.0,43.0,939.02,433,2,potential_loyalist
12698,591.0,16.0,339.75,112,10,lost
12699,418.0,41.0,638.11,133,8,at_risk
12700,8.0,270.0,4867.99,555,0,champions
12701,80.0,147.0,2446.41,344,1,loyal
12702,20.0,12.0,219.0,411,3,new_customers
12703,65.0,80.0,892.18,343,5,need_attention
12704,8.0,90.0,2220.84,544,0,champions
12705,16.0,619.0,11591.65,555,0,champions
12707,292.0,33.0,603.42,223,9,hibernating
12708,30.0,320.0,4936.57,455,0,champions
12709,16.0,573.0,29793.21,555,0,champions
12710,97.0,79.0,1130.57,343,5,need_attention
12711,612.0,60.0,1339.05,134,8,at_risk
12712,29.0,264.0,6526.78,455,0,champions
12713,1.0,38.0,848.55,523,4,promising
12714,10.0,696.0,14093.71,555,0,champions
12715,107.0,21.0,353.86,322,9,hibernating
12716,4.0,69.0,1053.49,533,2,potential_loyalist
12717,152.0,72.0,1258.91,334,5,need_attention
12718,72.0,19.0,238.25,321,6,about_to_sleep
12719,6.0,40.0,608.1,533,2,potential_loyalist
12720,3.0,494.0,7575.33,555,0,champions
12721,32.0,251.0,3933.83,455,0,champions
12722,86.0,53.0,904.33,333,2,potential_loyalist
12723,4.0,69.0,725.07,533,2,potential_loyalist
12724,6.0,129.0,2317.52,544,0,champions
12725,372.0,106.0,2266.76,244,8,at_risk
12726,29.0,179.0,4014.6,445,0,champions
12727,11.0,203.0,5646.53,555,0,champions
12728,72.0,61.0,1070.17,333,2,potential_loyalist
12729,114.0,26.0,453.01,322,9,hibernating
12730,522.0,47.0,829.25,133,8,at_risk
12731,24.0,396.0,25673.21,455,0,champions
12732,180.0,12.0,236.26,311,3,new_customers
12733,235.0,162.0,2326.82,244,8,at_risk
12734,353.0,19.0,639.65,223,9,hibernating
12735,316.0,43.0,779.57,233,9,hibernating
12736,333.0,4.0,234.0,211,9,hibernating
12737,499.0,2.0,3710.5,115,7,cannot_lose_them_but_losing
12738,373.0,11.0,155.35,211,9,hibernating
12739,79.0,89.0,2726.73,344,1,loyal
12740,64.0,27.0,427.6,322,9,hibernating
12741,530.0,16.0,406.07,112,10,lost
12742,626.0,66.0,1185.02,133,8,at_risk
12743,135.0,134.0,546.43,342,2,potential_loyalist
12744,57.0,332.0,13158.16,455,0,champions
12745,487.0,23.0,925.41,123,9,hibernating
12746,528.0,19.0,235.8,121,10,lost
12747,3.0,258.0,8806.03,555,0,champions
12748,1.0,6890.0,47964.89,555,0,champions
12749,4.0,393.0,6338.44,555,0,champions
12750,129.0,15.0,275.88,311,3,new_customers
12751,445.0,62.0,268.27,131,10,lost
12752,82.0,53.0,4366.78,335,1,loyal
12753,4.0,230.0,21024.01,555,0,champions
12754,236.0,63.0,3010.74,235,8,at_risk
12755,250.0,66.0,2838.25,234,8,at_risk
12756,87.0,4.0,112.08,311,3,new_customers
12757,16.0,375.0,4227.7,555,0,champions
12758,117.0,313.0,9779.0,355,1,loyal
12759,53.0,302.0,5020.74,455,0,champions
12760,456.0,21.0,347.8,122,9,hibernating
12761,458.0,27.0,782.95,123,9,hibernating
12762,8.0,69.0,1898.52,534,5,need_attention
12763,139.0,18.0,494.08,322,9,hibernating
12764,317.0,45.0,1693.88,234,8,at_risk
12765,473.0,68.0,1404.58,134,8,at_risk
12766,4.0,404.0,8877.14,555,0,champions
12767,376.0,43.0,949.82,233,9,hibernating
12769,239.0,32.0,1143.6,223,9,hibernating
12770,211.0,26.0,3042.45,225,8,at_risk
12771,486.0,14.0,262.5,111,10,lost
12772,60.0,55.0,892.47,333,2,potential_loyalist
12774,536.0,6.0,98.7,111,10,lost
12775,18.0,80.0,1651.32,544,0,champions
12776,668.0,4.0,55.5,111,10,lost
12777,458.0,26.0,519.45,122,9,hibernating
12778,20.0,115.0,1757.68,444,1,loyal
12779,22.0,283.0,6158.6,455,0,champions
12780,599.0,20.0,337.4,122,9,hibernating
12781,22.0,25.0,707.48,423,2,potential_loyalist
12782,5.0,240.0,4526.89,555,0,champions
12783,3.0,82.0,1603.87,544,0,champions
12784,10.0,131.0,1804.75,544,0,champions
12785,3.0,56.0,1079.31,533,2,potential_loyalist
12786,610.0,18.0,728.5,123,9,hibernating
12787,10.0,45.0,859.18,533,2,potential_loyalist
12788,464.0,26.0,444.9,122,9,hibernating
12789,66.0,8.0,273.35,311,3,new_customers
12790,193.0,38.0,563.45,222,9,hibernating
12791,374.0,27.0,731.83,223,9,hibernating
12792,257.0,47.0,827.01,233,9,hibernating
12793,335.0,44.0,885.53,233,9,hibernating
12794,54.0,45.0,860.41,433,2,potential_loyalist
12795,19.0,14.0,430.48,512,3,new_customers
12796,629.0,7.0,381.0,112,10,lost
12797,366.0,26.0,471.43,222,9,hibernating
12798,11.0,33.0,8510.93,525,4,promising
12799,530.0,15.0,219.35,111,10,lost
12800,471.0,34.0,584.25,122,9,hibernating
12801,478.0,51.0,1031.87,133,8,at_risk
12802,187.0,136.0,2350.42,244,8,at_risk
12803,394.0,55.0,1092.81,233,9,hibernating
12804,466.0,67.0,327.02,132,9,hibernating
12805,382.0,58.0,1434.95,234,8,at_risk
12806,436.0,67.0,2878.96,135,8,at_risk
12807,383.0,17.0,290.35,212,9,hibernating
12808,37.0,47.0,776.7,433,2,potential_loyalist
12809,169.0,86.0,1713.29,344,1,loyal
12810,535.0,32.0,534.99,122,9,hibernating
12811,261.0,56.0,1033.9,233,9,hibernating
12812,45.0,15.0,229.64,411,3,new_customers
12813,502.0,45.0,1687.8,134,8,at_risk
12814,102.0,2.0,125.92,311,3,new_customers
12815,148.0,47.0,1063.46,333,2,potential_loyalist
12816,96.0,29.0,572.2,322,9,hibernating
12817,282.0,25.0,690.98,223,9,hibernating
12818,179.0,16.0,1517.88,314,4,promising
12819,459.0,19.0,540.52,122,9,hibernating
12820,4.0,159.0,2647.94,544,0,champions
12821,215.0,13.0,220.8,211,9,hibernating
12822,71.0,45.0,918.98,333,2,potential_loyalist
12823,75.0,18.0,6501.5,325,5,need_attention
12824,60.0,25.0,397.12,322,9,hibernating
12825,522.0,24.0,518.63,122,9,hibernating
12826,3.0,161.0,2784.2,544,0,champions
12827,6.0,25.0,430.15,522,4,promising
12828,3.0,56.0,1018.71,533,2,potential_loyalist
12829,323.0,20.0,345.35,222,9,hibernating
12830,38.0,38.0,6814.64,425,4,promising
12831,263.0,22.0,451.11,222,9,hibernating
12832,33.0,27.0,383.03,422,3,new_customers
12833,146.0,24.0,417.38,322,9,hibernating
12834,283.0,18.0,312.38,222,9,hibernating
12835,419.0,628.0,6027.57,155,7,cannot_lose_them_but_losing
12836,60.0,418.0,6546.47,355,1,loyal
12837,174.0,92.0,688.41,343,5,need_attention
12838,34.0,366.0,2985.24,455,0,champions
12839,3.0,559.0,9544.72,555,0,champions
12840,144.0,179.0,4013.87,345,1,loyal
12841,5.0,671.0,6884.49,555,0,champions
12842,71.0,48.0,1917.99,334,5,need_attention
12843,66.0,226.0,6345.61,355,1,loyal
12844,30.0,103.0,648.6,443,5,need_attention
12845,268.0,27.0,354.09,222,9,hibernating
12846,683.0,1.0,15.58,111,10,lost
12847,23.0,126.0,1636.9,444,1,loyal
12848,676.0,16.0,208.0,111,10,lost
12849,32.0,148.0,3090.56,445,0,champions
12850,446.0,2.0,330.0,112,10,lost
12851,97.0,80.0,284.13,342,2,potential_loyalist
12852,291.0,20.0,299.75,222,9,hibernating
12853,135.0,153.0,3728.5,345,1,loyal
12854,79.0,271.0,2922.37,355,1,loyal
12855,373.0,67.0,612.84,233,9,hibernating
12856,8.0,317.0,2162.68,554,0,champions
12857,211.0,122.0,3684.25,245,8,at_risk
12858,384.0,49.0,177.92,231,6,about_to_sleep
12859,459.0,21.0,575.1,122,9,hibernating
12860,694.0,17.0,55.47,111,10,lost
12861,620.0,4.0,68.25,111,10,lost
12862,426.0,133.0,1008.32,143,8,at_risk
12863,53.0,49.0,2775.55,434,5,need_attention
12864,139.0,7.0,299.57,312,6,about_to_sleep
12865,27.0,194.0,3303.31,455,0,champions
12866,284.0,63.0,1227.35,234,8,at_risk
12867,27.0,1073.0,7866.94,455,0,champions
12868,186.0,134.0,2043.76,344,1,loyal
12869,682.0,37.0,337.67,122,9,hibernating
12870,367.0,95.0,1662.05,244,8,at_risk
12871,85.0,18.0,744.02,323,2,potential_loyalist
12872,327.0,399.0,3305.26,255,8,at_risk
12873,283.0,35.0,2027.3,224,8,at_risk
12874,386.0,47.0,933.42,233,9,hibernating
12875,144.0,8.0,1356.99,314,4,promising
12876,58.0,171.0,4068.59,445,0,champions
12877,4.0,277.0,2955.17,555,0,champions
12878,19.0,49.0,841.64,533,2,potential_loyalist
12879,45.0,12.0,552.57,412,3,new_customers
12880,382.0,36.0,640.13,223,9,hibernating
12881,276.0,7.0,298.0,212,9,hibernating
12882,10.0,13.0,1463.04,514,4,promising
12883,25.0,42.0,703.47,433,2,potential_loyalist
12884,89.0,7.0,309.05,312,6,about_to_sleep
12885,64.0,72.0,1158.27,333,2,potential_loyalist
12886,68.0,86.0,1351.09,344,1,loyal
12887,384.0,13.0,222.4,211,9,hibernating
12888,215.0,7.0,313.77,212,9,hibernating
12889,382.0,24.0,370.61,222,9,hibernating
12890,25.0,139.0,717.27,443,5,need_attention
12891,186.0,12.0,819.5,313,4,promising
12892,397.0,18.0,263.38,221,6,about_to_sleep
12893,31.0,34.0,188.14,421,3,new_customers
12894,576.0,21.0,157.35,121,10,lost
12895,43.0,22.0,347.3,422,3,new_customers
12897,205.0,14.0,514.25,212,9,hibernating
12898,464.0,32.0,310.96,122,9,hibernating
12899,414.0,17.0,366.4,112,10,lost
12900,423.0,13.0,340.33,112,10,lost
12901,9.0,121.0,16316.14,545,0,champions
12902,265.0,10.0,138.68,211,9,hibernating
12903,429.0,41.0,833.53,133,8,at_risk
12904,19.0,72.0,509.58,532,2,potential_loyalist
12905,577.0,55.0,1011.82,133,8,at_risk
12906,12.0,63.0,2919.81,535,5,need_attention
12907,396.0,25.0,508.91,222,9,hibernating
12908,177.0,6.0,1386.0,314,4,promising
12909,40.0,167.0,3036.02,445,0,champions
12910,24.0,138.0,5747.02,445,0,champions
12911,552.0,248.0,1680.47,154,7,cannot_lose_them_but_losing
12912,3.0,24.0,1662.3,524,4,promising
12913,5.0,92.0,6283.24,545,0,champions
12914,401.0,9.0,223.98,211,9,hibernating
12915,149.0,64.0,885.2,333,2,potential_loyalist
12916,139.0,186.0,4630.22,355,1,loyal
12917,129.0,53.0,4329.5,335,1,loyal
12919,9.0,52.0,1301.44,534,5,need_attention
12920,18.0,60.0,488.09,532,2,potential_loyalist
12921,4.0,1555.0,34125.14,555,0,champions
12922,162.0,28.0,405.38,322,9,hibernating
12923,65.0,62.0,789.87,333,2,potential_loyalist
12924,89.0,76.0,2423.15,334,5,need_attention
12925,5.0,50.0,729.33,533,2,potential_loyalist
12926,412.0,274.0,1548.46,154,7,cannot_lose_them_but_losing
12927,395.0,11.0,197.31,211,9,hibernating
