Customer ID,Recency,Frequency,Monetary,Recency_clustered,Frequency_clustered,Monetary_clustered,score
12405,149.0,54.0,1710.39,4,1,1,411
12406,23.0,164.0,6072.21,5,1,1,511
12407,50.0,77.0,1708.12,5,1,1,511
12408,33.0,170.0,4279.64,5,1,1,511
12409,79.0,272.0,23090.47,4,2,2,422
12410,302.0,42.0,1001.46,3,1,1,311
12411,410.0,22.0,346.9,2,1,1,211
12412,75.0,131.0,2581.03,5,1,1,511
12413,67.0,53.0,935.5,5,1,1,511
12414,218.0,29.0,692.41,3,1,1,311
12415,25.0,986.0,143182.02,5,3,3,533
12416,657.0,11.0,202.56,1,1,1,111
12417,4.0,379.0,6708.21,5,2,1,521
12418,113.0,103.0,2016.95,4,1,1,411
12419,386.0,25.0,503.01,2,1,1,211
12420,64.0,29.0,600.39,5,1,1,511
12421,16.0,66.0,1093.6,5,1,1,511
12422,96.0,172.0,4119.35,4,1,1,411
12423,1.0,164.0,2612.19,5,1,1,511
12424,163.0,93.0,3316.53,4,1,1,411
12425,79.0,87.0,1680.81,4,1,1,411
12426,195.0,80.0,1311.41,3,1,1,311
12427,22.0,33.0,708.37,5,1,1,511
12428,26.0,300.0,7877.2,5,2,1,521
12429,10.0,152.0,6154.01,5,1,1,511
12430,44.0,11.0,256.4,5,1,1,511
12431,36.0,393.0,10361.16,5,2,2,522
12432,43.0,108.0,5059.32,5,1,1,511
12433,1.0,559.0,16794.14,5,2,2,522
12434,85.0,70.0,1062.48,4,1,1,411
12435,80.0,112.0,13925.93,4,1,2,412
12436,100.0,16.0,509.01,4,1,1,411
12437,2.0,576.0,12424.55,5,2,2,522
12438,15.0,98.0,2906.85,5,1,1,511
12439,683.0,71.0,1104.48,1,1,1,111
12440,458.0,35.0,768.15,2,1,1,211
12441,367.0,11.0,173.55,2,1,1,211
12442,4.0,12.0,172.06,5,1,1,511
12443,733.0,21.0,485.31,1,1,1,111
12444,22.0,177.0,5005.46,5,1,1,511
12445,23.0,25.0,426.48,5,1,1,511
12446,58.0,58.0,1002.31,5,1,1,511
12447,244.0,26.0,476.49,3,1,1,311
12448,45.0,22.0,449.45,5,1,1,511
12449,23.0,201.0,4835.89,5,1,1,511
12450,157.0,38.0,666.95,4,1,1,411
12451,11.0,514.0,12546.53,5,2,2,522
12452,17.0,23.0,428.57,5,1,1,511
12453,135.0,43.0,707.09,4,1,1,411
12454,396.0,41.0,4318.96,2,1,1,211
12455,74.0,227.0,5879.95,5,2,1,521
12456,45.0,129.0,3153.89,5,1,1,511
12457,59.0,93.0,2472.31,5,1,1,511
12458,72.0,84.0,1777.49,5,1,1,511
12459,606.0,23.0,454.36,1,1,1,111
12460,457.0,18.0,326.65,2,1,1,211
12461,95.0,35.0,826.88,4,1,1,411
12462,3.0,72.0,1124.01,5,1,1,511
12463,54.0,85.0,1313.58,5,1,1,511
12464,11.0,29.0,1212.05,5,1,1,511
12465,8.0,51.0,733.89,5,1,1,511
12466,683.0,1.0,56.73,1,1,1,111
12468,144.0,160.0,3635.09,4,1,1,411
12469,523.0,76.0,3070.54,2,1,1,211
12470,690.0,23.0,211.95,1,1,1,111
12471,3.0,1293.0,37975.56,5,3,2,532
12472,31.0,955.0,15528.37,5,3,2,532
12473,30.0,177.0,2848.23,5,1,1,511
12474,18.0,744.0,12042.95,5,2,2,522
12475,54.0,61.0,1149.64,5,1,1,511
12476,2.0,554.0,13715.62,5,2,2,522
12477,23.0,571.0,20174.49,5,2,2,522
12478,4.0,36.0,680.99,5,1,1,511
12479,5.0,30.0,477.3,5,1,1,511
12480,29.0,245.0,5435.1,5,2,1,521
12481,23.0,383.0,12057.65,5,2,2,522
12482,577.0,202.0,21941.72,1,1,2,112
12483,18.0,148.0,4846.87,5,1,1,511
12484,33.0,483.0,6305.95,5,2,1,521
12485,530.0,34.0,708.1,1,1,1,111
12486,432.0,49.0,1037.28,2,1,1,211
12487,731.0,2.0,285.3,1,1,1,111
12488,10.0,55.0,1298.66,5,1,1,511
12489,337.0,15.0,334.93,3,1,1,311
12490,6.0,463.0,9818.64,5,2,2,522
12491,39.0,26.0,460.4,5,1,1,511
12492,64.0,42.0,715.21,5,1,1,511
12493,166.0,21.0,416.79,4,1,1,411
12494,10.0,115.0,1685.92,5,1,1,511
12495,641.0,15.0,323.4,1,1,1,111
12496,621.0,13.0,54.09,1,1,1,111
12497,82.0,57.0,6248.5,4,1,1,411
12498,22.0,23.0,403.7,5,1,1,511
12499,561.0,27.0,393.72,1,1,1,111
12500,24.0,151.0,5880.26,5,1,1,511
12501,316.0,158.0,2089.68,3,1,1,311
12502,96.0,147.0,3723.87,4,1,1,411
12503,585.0,2.0,1126.0,1,1,1,111
12504,31.0,14.0,411.0,5,1,1,511
12505,394.0,44.0,912.5,2,1,1,211
12506,233.0,23.0,73.5,3,1,1,311
12507,135.0,51.0,1797.31,4,1,1,411
12508,27.0,69.0,398.27,5,1,1,511
12509,285.0,7.0,176.5,3,1,1,311
12510,143.0,150.0,3353.33,4,1,1,411
12511,415.0,192.0,3065.77,2,1,1,211
12512,67.0,34.0,138.03,5,1,1,511
12513,113.0,34.0,586.79,4,1,1,411
12514,268.0,84.0,1597.76,3,1,1,311
12515,354.0,16.0,383.7,2,1,1,211
12516,78.0,74.0,2648.62,4,1,1,411
12517,29.0,286.0,2464.89,5,2,1,521
12518,1.0,124.0,2056.89,5,1,1,511
12519,64.0,40.0,695.19,5,1,1,511
12520,80.0,153.0,2582.51,4,1,1,411
12521,143.0,38.0,599.68,4,1,1,411
12522,40.0,12.0,192.72,5,1,1,511
12523,2.0,257.0,4220.85,5,2,1,521
12524,10.0,238.0,11091.36,5,2,2,522
12525,492.0,64.0,853.08,2,1,1,211
12526,1.0,71.0,1316.66,5,1,1,511
12527,82.0,32.0,735.51,4,1,1,411
12528,10.0,95.0,1922.28,5,1,1,511
12529,523.0,23.0,311.78,2,1,1,211
12530,60.0,158.0,3689.86,5,1,1,511
12531,15.0,131.0,1899.05,5,1,1,511
12532,31.0,16.0,349.83,5,1,1,511
12533,619.0,74.0,1149.99,1,1,1,111
12534,131.0,63.0,1089.18,4,1,1,411
12535,92.0,34.0,716.35,4,1,1,411
12536,8.0,252.0,4151.26,5,2,1,521
12537,409.0,43.0,732.94,2,1,1,211
12538,30.0,34.0,640.45,5,1,1,511
12539,23.0,504.0,11214.75,5,2,2,522
12540,20.0,774.0,22120.04,5,3,2,532
12541,30.0,52.0,981.18,5,1,1,511
12542,485.0,39.0,423.38,2,1,1,211
12543,449.0,43.0,980.25,2,1,1,211
12544,30.0,20.0,355.7,5,1,1,511
12545,76.0,50.0,1000.39,5,1,1,511
12546,47.0,68.0,1141.5,5,1,1,511
12547,198.0,21.0,383.58,3,1,1,311
12548,167.0,5.0,95.2,4,1,1,411
12549,576.0,49.0,1575.68,1,1,1,111
12550,80.0,57.0,964.83,4,1,1,411
12551,358.0,10.0,168.0,2,1,1,211
12552,39.0,20.0,437.82,5,1,1,511
12553,9.0,240.0,4548.82,5,2,1,521
12554,449.0,26.0,468.5,2,1,1,211
12555,683.0,1.0,129.23,1,1,1,111
12556,51.0,121.0,603.71,5,1,1,511
12557,17.0,53.0,18096.14,5,1,2,512
12559,311.0,20.0,536.21,3,1,1,311
12560,6.0,110.0,2111.47,5,1,1,511
12561,303.0,16.0,238.85,3,1,1,311
12562,9.0,207.0,4966.92,5,1,1,511
12563,409.0,13.0,249.24,2,1,1,211
12564,262.0,21.0,456.9,3,1,1,311
12565,282.0,10.0,131.17,3,1,1,311
12566,73.0,20.0,346.7,5,1,1,511
12567,23.0,575.0,11451.44,5,2,2,522
12568,645.0,5.0,70.0,1,1,1,111
12569,3.0,191.0,4064.99,5,1,1,511
12570,683.0,1.0,77.52,1,1,1,111
12571,40.0,34.0,519.61,5,1,1,511
12572,9.0,62.0,1004.72,5,1,1,511
12573,228.0,119.0,717.41,3,1,1,311
12574,316.0,11.0,218.45,3,1,1,311
12575,458.0,38.0,622.82,2,1,1,211
12576,36.0,141.0,2083.87,5,1,1,511
12577,36.0,300.0,1591.35,5,2,1,521
12578,22.0,180.0,4583.7,5,1,1,511
12579,79.0,29.0,410.72,4,1,1,411
12580,247.0,58.0,1052.9,3,1,1,311
12581,40.0,15.0,197.71,5,1,1,511
12582,239.0,103.0,1980.4,3,1,1,311
12583,3.0,449.0,13489.04,5,2,2,522
12584,4.0,118.0,1893.95,5,1,1,511
12585,235.0,97.0,1982.81,3,1,1,311
12586,18.0,93.0,2045.67,5,1,1,511
12587,8.0,4.0,144.0,5,1,1,511
12588,40.0,48.0,938.98,5,1,1,511
12589,29.0,210.0,3094.17,5,1,1,511
12590,191.0,70.0,9861.38,4,1,2,412
12591,318.0,69.0,1352.15,3,1,1,311
12592,93.0,80.0,1867.64,4,1,1,411
12593,109.0,21.0,418.1,4,1,1,411
12594,38.0,198.0,5044.51,5,1,1,511
12595,505.0,19.0,299.02,2,1,1,211
12596,52.0,27.0,618.27,5,1,1,511
12597,20.0,208.0,3683.13,5,1,1,511
12598,10.0,207.0,4414.67,5,1,1,511
12599,30.0,133.0,2296.72,5,1,1,511
12600,29.0,135.0,4902.6,5,1,1,511
12601,190.0,35.0,673.76,4,1,1,411
12602,59.0,12.0,153.12,5,1,1,511
12603,22.0,3.0,739.2,5,1,1,511
12604,80.0,16.0,254.18,4,1,1,411
12605,366.0,79.0,1225.45,2,1,1,211
12606,683.0,1.0,21.0,1,1,1,111
12608,405.0,16.0,415.79,2,1,1,211
12609,79.0,176.0,3417.86,4,1,1,411
12610,23.0,109.0,2057.99,5,1,1,511
12611,53.0,65.0,1193.32,5,1,1,511
12612,58.0,21.0,643.59,5,1,1,511
12613,32.0,332.0,6602.02,5,2,1,521
12614,278.0,20.0,315.6,3,1,1,311
12615,3.0,269.0,5570.83,5,2,1,521
12616,86.0,57.0,1045.35,4,1,1,411
12617,30.0,42.0,355.53,5,1,1,511
12618,22.0,11.0,177.31,5,1,1,511
12619,17.0,101.0,3354.95,5,1,1,511
12620,15.0,92.0,1339.41,5,1,1,511
12621,2.0,768.0,24114.7,5,3,2,532
12622,233.0,11.0,180.1,3,1,1,311
12623,277.0,176.0,3639.84,3,1,1,311
12624,107.0,38.0,641.13,4,1,1,411
12625,212.0,187.0,5100.48,3,1,1,311
12626,24.0,297.0,6388.35,5,2,1,521
12627,11.0,230.0,4478.53,5,2,1,521
12628,5.0,43.0,769.61,5,1,1,511
12629,386.0,45.0,1558.22,2,1,1,211
12630,10.0,64.0,1270.88,5,1,1,511
12631,58.0,186.0,3452.27,5,1,1,511
12632,521.0,36.0,738.88,2,1,1,211
12633,59.0,311.0,5595.21,5,2,1,521
12634,536.0,20.0,490.0,1,1,1,111
12635,90.0,179.0,2930.41,4,1,1,411
12636,739.0,1.0,141.0,1,1,1,111
12637,68.0,639.0,8271.66,5,2,2,522
12638,34.0,48.0,921.49,5,1,1,511
12639,239.0,64.0,1312.37,3,1,1,311
12640,24.0,53.0,1174.58,5,1,1,511
12641,116.0,10.0,185.9,4,1,1,411
12642,26.0,47.0,1013.26,5,1,1,511
12643,129.0,50.0,7894.42,4,1,1,411
12644,130.0,119.0,1815.54,4,1,1,411
12645,34.0,161.0,3499.1,5,1,1,511
12646,5.0,45.0,1346.97,5,1,1,511
12647,23.0,535.0,16729.74,5,2,2,522
12648,155.0,66.0,1097.0,4,1,1,411
12649,108.0,118.0,2258.5,4,1,1,411
12650,4.0,20.0,314.44,5,1,1,511
12651,335.0,32.0,365.3,3,1,1,311
12652,323.0,54.0,1011.58,3,1,1,311
12653,149.0,86.0,4160.83,4,1,1,411
12654,11.0,38.0,601.98,5,1,1,511
12655,424.0,16.0,261.35,2,1,1,211
12656,18.0,251.0,6320.78,5,2,1,521
12657,12.0,56.0,1152.06,5,1,1,511
12658,19.0,36.0,686.05,5,1,1,511
12659,30.0,5.0,91.68,5,1,1,511
12660,12.0,13.0,245.1,5,1,1,511
12661,437.0,11.0,162.0,2,1,1,211
12662,1.0,392.0,6687.69,5,2,1,521
12663,625.0,9.0,204.0,1,1,1,111
12664,9.0,46.0,6052.04,5,1,1,511
12665,325.0,21.0,301.45,3,1,1,311
12666,395.0,29.0,1020.98,2,1,1,211
12667,59.0,33.0,620.13,5,1,1,511
12668,8.0,544.0,11380.71,5,2,2,522
12669,151.0,100.0,1607.73,4,1,1,411
12670,11.0,117.0,3750.39,5,1,1,511
12671,607.0,45.0,2622.48,1,1,1,111
12672,330.0,23.0,410.5,3,1,1,311
12673,6.0,74.0,1230.02,5,1,1,511
12674,12.0,91.0,1919.31,5,1,1,511
12675,554.0,115.0,934.8,1,1,1,111
12676,25.0,108.0,2773.09,5,1,1,511
12677,556.0,22.0,394.25,1,1,1,111
12678,43.0,379.0,33851.13,5,2,2,522
12679,53.0,52.0,1070.47,5,1,1,511
12680,1.0,53.0,880.81,5,1,1,511
12681,15.0,1453.0,29518.24,5,3,2,532
12682,4.0,993.0,22870.52,5,3,2,532
12683,5.0,505.0,11370.37,5,2,2,522
12684,8.0,105.0,2283.63,5,1,1,511
12685,29.0,157.0,2863.08,5,1,1,511
12686,372.0,7.0,89.14,2,1,1,211
12687,481.0,126.0,2138.91,2,1,1,211
12688,114.0,171.0,4873.81,4,1,1,411
12689,26.0,72.0,1247.61,5,1,1,511
12690,206.0,16.0,389.01,3,1,1,311
12691,29.0,39.0,1170.4,5,1,1,511
12692,638.0,13.0,110.95,1,1,1,111
12693,121.0,81.0,1640.42,4,1,1,411
12694,71.0,84.0,1839.45,5,1,1,511
12695,8.0,59.0,1407.12,5,1,1,511
12696,435.0,49.0,851.91,2,1,1,211
12697,22.0,43.0,939.02,5,1,1,511
12698,591.0,16.0,339.75,1,1,1,111
12699,418.0,41.0,638.11,2,1,1,211
12700,8.0,270.0,4867.99,5,2,1,521
12701,80.0,147.0,2446.41,4,1,1,411
12702,20.0,12.0,219.0,5,1,1,511
12703,65.0,80.0,892.18,5,1,1,511
12704,8.0,90.0,2220.84,5,1,1,511
12705,16.0,619.0,11591.65,5,2,2,522
12707,292.0,33.0,603.42,3,1,1,311
12708,30.0,320.0,4936.57,5,2,1,521
12709,16.0,573.0,29793.21,5,2,2,522
12710,97.0,79.0,1130.57,4,1,1,411
12711,612.0,60.0,1339.05,1,1,1,111
12712,29.0,264.0,6526.78,5,2,1,521
12713,1.0,38.0,848.55,5,1,1,511
12714,10.0,696.0,14093.71,5,2,2,522
12715,107.0,21.0,353.86,4,1,1,411
12716,4.0,69.0,1053.49,5,1,1,511
12717,152.0,72.0,1258.91,4,1,1,411
12718,72.0,19.0,238.25,5,1,1,511
12719,6.0,40.0,608.1,5,1,1,511
12720,3.0,494.0,7575.33,5,2,1,521
12721,32.0,251.0,3933.83,5,2,1,521
12722,86.0,53.0,904.33,4,1,1,411
12723,4.0,69.0,725.07,5,1,1,511
12724,6.0,129.0,2317.52,5,1,1,511
12725,372.0,106.0,2266.76,2,1,1,211
12726,29.0,179.0,4014.6,5,1,1,511
12727,11.0,203.0,5646.53,5,1,1,511
12728,72.0,61.0,1070.17,5,1,1,511
12729,114.0,26.0,453.01,4,1,1,411
12730,522.0,47.0,829.25,2,1,1,211
12731,24.0,396.0,25673.21,5,2,2,522
12732,180.0,12.0,236.26,4,1,1,411
12733,235.0,162.0,2326.82,3,1,1,311
12734,353.0,19.0,639.65,2,1,1,211
12735,316.0,43.0,779.57,3,1,1,311
12736,333.0,4.0,234.0,3,1,1,311
12737,499.0,2.0,3710.5,2,1,1,211
12738,373.0,11.0,155.35,2,1,1,211
12739,79.0,89.0,2726.73,4,1,1,411
12740,64.0,27.0,427.6,5,1,1,511
12741,530.0,16.0,406.07,1,1,1,111
12742,626.0,66.0,1185.02,1,1,1,111
12743,135.0,134.0,546.43,4,1,1,411
12744,57.0,332.0,13158.16,5,2,2,522
12745,487.0,23.0,925.41,2,1,1,211
12746,528.0,19.0,235.8,1,1,1,111
12747,3.0,258.0,8806.03,5,2,2,522
12748,1.0,6890.0,47964.89,5,4,3,543
12749,4.0,393.0,6338.44,5,2,1,521
12750,129.0,15.0,275.88,4,1,1,411
12751,445.0,62.0,268.27,2,1,1,211
12752,82.0,53.0,4366.78,4,1,1,411
12753,4.0,230.0,21024.01,5,2,2,522
12754,236.0,63.0,3010.74,3,1,1,311
12755,250.0,66.0,2838.25,3,1,1,311
12756,87.0,4.0,112.08,4,1,1,411
12757,16.0,375.0,4227.7,5,2,1,521
12758,117.0,313.0,9779.0,4,2,2,422
12759,53.0,302.0,5020.74,5,2,1,521
12760,456.0,21.0,347.8,2,1,1,211
12761,458.0,27.0,782.95,2,1,1,211
12762,8.0,69.0,1898.52,5,1,1,511
12763,139.0,18.0,494.08,4,1,1,411
12764,317.0,45.0,1693.88,3,1,1,311
12765,473.0,68.0,1404.58,2,1,1,211
12766,4.0,404.0,8877.14,5,2,2,522
12767,376.0,43.0,949.82,2,1,1,211
12769,239.0,32.0,1143.6,3,1,1,311
12770,211.0,26.0,3042.45,3,1,1,311
12771,486.0,14.0,262.5,2,1,1,211
12772,60.0,55.0,892.47,5,1,1,511
12774,536.0,6.0,98.7,1,1,1,111
12775,18.0,80.0,1651.32,5,1,1,511
12776,668.0,4.0,55.5,1,1,1,111
12777,458.0,26.0,519.45,2,1,1,211
12778,20.0,115.0,1757.68,5,1,1,511
12779,22.0,283.0,6158.6,5,2,1,521
12780,599.0,20.0,337.4,1,1,1,111
12781,22.0,25.0,707.48,5,1,1,511
12782,5.0,240.0,4526.89,5,2,1,521
12783,3.0,82.0,1603.87,5,1,1,511
12784,10.0,131.0,1804.75,5,1,1,511
12785,3.0,56.0,1079.31,5,1,1,511
12786,610.0,18.0,728.5,1,1,1,111
12787,10.0,45.0,859.18,5,1,1,511
12788,464.0,26.0,444.9,2,1,1,211
12789,66.0,8.0,273.35,5,1,1,511
12790,193.0,38.0,563.45,4,1,1,411
12791,374.0,27.0,731.83,2,1,1,211
12792,257.0,47.0,827.01,3,1,1,311
12793,335.0,44.0,885.53,3,1,1,311
12794,54.0,45.0,860.41,5,1,1,511
12795,19.0,14.0,430.48,5,1,1,511
12796,629.0,7.0,381.0,1,1,1,111
12797,366.0,26.0,471.43,2,1,1,211
12798,11.0,33.0,8510.93,5,1,2,512
12799,530.0,15.0,219.35,1,1,1,111
12800,471.0,34.0,584.25,2,1,1,211
12801,478.0,51.0,1031.87,2,1,1,211
12802,187.0,136.0,2350.42,4,1,1,411
12803,394.0,55.0,1092.81,2,1,1,211
12804,466.0,67.0,327.02,2,1,1,211
12805,382.0,58.0,1434.95,2,1,1,211
12806,436.0,67.0,2878.96,2,1,1,211
12807,383.0,17.0,290.35,2,1,1,211
12808,37.0,47.0,776.7,5,1,1,511
12809,169.0,86.0,1713.29,4,1,1,411
12810,535.0,32.0,534.99,1,1,1,111
12811,261.0,56.0,1033.9,3,1,1,311
12812,45.0,15.0,229.64,5,1,1,511
12813,502.0,45.0,1687.8,2,1,1,211
12814,102.0,2.0,125.92,4,1,1,411
12815,148.0,47.0,1063.46,4,1,1,411
12816,96.0,29.0,572.2,4,1,1,411
12817,282.0,25.0,690.98,3,1,1,311
12818,179.0,16.0,1517.88,4,1,1,411
12819,459.0,19.0,540.52,2,1,1,211
12820,4.0,159.0,2647.94,5,1,1,511
12821,215.0,13.0,220.8,3,1,1,311
12822,71.0,45.0,918.98,5,1,1,511
12823,75.0,18.0,6501.5,5,1,1,511
12824,60.0,25.0,397.12,5,1,1,511
12825,522.0,24.0,518.63,2,1,1,211
12826,3.0,161.0,2784.2,5,1,1,511
12827,6.0,25.0,430.15,5,1,1,511
12828,3.0,56.0,1018.71,5,1,1,511
12829,323.0,20.0,345.35,3,1,1,311
12830,38.0,38.0,6814.64,5,1,1,511
12831,263.0,22.0,451.11,3,1,1,311
12832,33.0,27.0,383.03,5,1,1,511
12833,146.0,24.0,417.38,4,1,1,411
12834,283.0,18.0,312.38,3,1,1,311
12835,419.0,628.0,6027.57,2,2,1,221
12836,60.0,418.0,6546.47,5,2,1,521
12837,174.0,92.0,688.41,4,1,1,411
12838,34.0,366.0,2985.24,5,2,1,521
12839,3.0,559.0,9544.72,5,2,2,522
12840,144.0,179.0,4013.87,4,1,1,411
12841,5.0,671.0,6884.49,5,2,1,521
12842,71.0,48.0,1917.99,5,1,1,511
12843,66.0,226.0,6345.61,5,2,1,521
12844,30.0,103.0,648.6,5,1,1,511
12845,268.0,27.0,354.09,3,1,1,311
12846,683.0,1.0,15.58,1,1,1,111
12847,23.0,126.0,1636.9,5,1,1,511
12848,676.0,16.0,208.0,1,1,1,111
12849,32.0,148.0,3090.56,5,1,1,511
12850,446.0,2.0,330.0,2,1,1,211
12851,97.0,80.0,284.13,4,1,1,411
12852,291.0,20.0,299.75,3,1,1,311
12853,135.0,153.0,3728.5,4,1,1,411
12854,79.0,271.0,2922.37,4,2,1,421
12855,373.0,67.0,612.84,2,1,1,211
12856,8.0,317.0,2162.68,5,2,1,521
12857,211.0,122.0,3684.25,3,1,1,311
12858,384.0,49.0,177.92,2,1,1,211
12859,459.0,21.0,575.1,2,1,1,211
12860,694.0,17.0,55.47,1,1,1,111
12861,620.0,4.0,68.25,1,1,1,111
12862,426.0,133.0,1008.32,2,1,1,211
12863,53.0,49.0,2775.55,5,1,1,511
12864,139.0,7.0,299.57,4,1,1,411
12865,27.0,194.0,3303.31,5,1,1,511
12866,284.0,63.0,1227.35,3,1,1,311
12867,27.0,1073.0,7866.94,5,3,1,531
12868,186.0,134.0,2043.76,4,1,1,411
12869,682.0,37.0,337.67,1,1,1,111
12870,367.0,95.0,1662.05,2,1,1,211
12871,85.0,18.0,744.02,4,1,1,411
12872,327.0,399.0,3305.26,3,2,1,321
12873,283.0,35.0,2027.3,3,1,1,311
12874,386.0,47.0,933.42,2,1,1,211
12875,144.0,8.0,1356.99,4,1,1,411
12876,58.0,171.0,4068.59,5,1,1,511
12877,4.0,277.0,2955.17,5,2,1,521
12878,19.0,49.0,841.64,5,1,1,511
12879,45.0,12.0,552.57,5,1,1,511
12880,382.0,36.0,640.13,2,1,1,211
12881,276.0,7.0,298.0,3,1,1,311
12882,10.0,13.0,1463.04,5,1,1,511
12883,25.0,42.0,703.47,5,1,1,511
12884,89.0,7.0,309.05,4,1,1,411
12885,64.0,72.0,1158.27,5,1,1,511
12886,68.0,86.0,1351.09,5,1,1,511
12887,384.0,13.0,222.4,2,1,1,211
12888,215.0,7.0,313.77,3,1,1,311
12889,382.0,24.0,370.61,2,1,1,211
12890,25.0,139.0,717.27,5,1,1,511
12891,186.0,12.0,819.5,4,1,1,411
12892,397.0,18.0,263.38,2,1,1,211
12893,31.0,34.0,188.14,5,1,1,511
12894,576.0,21.0,157.35,1,1,1,111
12895,43.0,22.0,347.3,5,1,1,511
12897,205.0,14.0,514.25,3,1,1,311
12898,464.0,32.0,310.96,2,1,1,211
12899,414.0,17.0,366.4,2,1,1,211
12900,423.0,13.0,340.33,2,1,1,211
12901,9.0,121.0,16316.14,5,1,2,512
12902,265.0,10.0,138.68,3,1,1,311
12903,429.0,41.0,833.53,2,1,1,211
12904,19.0,72.0,509.58,5,1,1,511
12905,577.0,55.0,1011.82,1,1,1,111
12906,12.0,63.0,2919.81,5,1,1,511
12907,396.0,25.0,508.91,2,1,1,211
12908,177.0,6.0,1386.0,4,1,1,411
12909,40.0,167.0,3036.02,5,1,1,511
12910,24.0,138.0,5747.02,5,1,1,511
12911,552.0,248.0,1680.47,1,2,1,121
12912,3.0,24.0,1662.3,5,1,1,511
12913,5.0,92.0,6283.24,5,1,1,511
12914,401.0,9.0,223.98,2,1,1,211
12915,149.0,64.0,885.2,4,1,1,411
12916,139.0,186.0,4630.22,4,1,1,411
12917,129.0,53.0,4329.5,4,1,1,411
12919,9.0,52.0,1301.44,5,1,1,511
12920,18.0,60.0,488.09,5,1,1,511
12921,4.0,1555.0,34125.14,5,3,2,532
12922,162.0,28.0,405.38,4,1,1,411
12923,65.0,62.0,789.87,5,1,1,511
12924,89.0,76.0,2423.15,4,1,1,411
12925,5.0,50.0,729.33,5,1,1,511
12926,412.0,274.0,1548.46,2,2,1,221
12927,395.0,11.0,197.31,2,1,1,211
12928,36.0,179.0,4304.89,5,1,1,511
12929,312.0,7.0,102.9,3,1,1,311
12930,79.0,27.0,409.9,4,1,1,411
12931,22.0,275.0,71546.97,5,2,3,523
12932,540.0,95.0,1698.56,1,1,1,111
12933,25.0,294.0,1668.08,5,2,1,521
12934,737.0,2.0,181.65,1,1,1,111
12935,3.0,258.0,4182.01,5,2,1,521
12936,18.0,63.0,1012.9,5,1,1,511
12937,16.0,217.0,3097.61,5,2,1,521
12938,26.0,9.0,114.14,5,1,1,511
12939,65.0,86.0,25264.8,5,1,2,512
12940,47.0,102.0,877.54,5,1,1,511
12941,725.0,27.0,377.49,1,1,1,111
12942,132.0,75.0,683.9,4,1,1,411
12943,559.0,25.0,496.5,1,1,1,111
12944,36.0,30.0,604.51,5,1,1,511
